result_id,exam_id,student_id,marks_obtained,grade,pass_fail
1688,13,343,66.74,C,Pass
1689,13,224,68.32,C,Pass
1690,13,215,74.26,B,Pass
1691,13,360,46.55,D,Pass
1692,14,192,55.81,D,Pass
1693,14,388,65.52,C,Pass
1694,14,376,37.51,F,Fail
1695,14,79,40.35,D,Pass
1696,14,429,59.4,D,Pass
1697,14,144,61.16,C,Pass
1698,14,169,43.11,D,Pass
1699,14,132,69.46,C,Pass
1700,14,64,75.99,B,Pass
1701,14,311,51.67,D,Pass
1702,14,217,65.18,C,Pass
1703,14,413,43.13,D,Pass
1704,14,359,77.97,B,Pass
1705,14,264,92.62,A+,Pass
1706,14,460,77.97,B,Pass
1707,14,303,48.69,D,Pass
1708,14,404,88.28,A,Pass
1709,14,461,20.4,F,Fail
1710,14,161,34.09,F,Fail
1711,14,291,35.9,F,Fail
1712,14,365,86.23,A,Pass
1713,14,231,30.56,F,Fail
1714,14,116,74.18,B,Pass
1715,14,30,87.0,A,Pass
1716,14,95,76.73,B,Pass
1717,14,375,49.74,D,Pass
1718,14,191,56.21,D,Pass
1719,14,499,37.46,F,Fail
1720,14,201,66.12,C,Pass
1721,14,202,74.14,B,Pass
1722,14,134,23.02,F,Fail
1723,14,152,92.7,A+,Pass
1724,14,99,62.57,C,Pass
1725,14,226,44.17,D,Pass
1726,14,38,85.47,A,Pass
1727,14,463,22.14,F,Fail
1728,14,135,47.72,D,Pass
1729,14,392,79.91,B,Pass
1730,14,15,25.27,F,Fail
1731,14,488,23.36,F,Fail
1732,14,164,85.33,A,Pass
1733,14,103,67.67,C,Pass
1734,14,166,21.23,F,Fail
1735,14,86,42.5,D,Pass
1736,14,223,27.07,F,Fail
1737,14,89,81.94,A,Pass
1738,14,25,95.7,A+,Pass
1739,14,118,42.15,D,Pass
1740,14,214,63.01,C,Pass
1741,14,121,37.51,F,Fail
1742,14,155,88.18,A,Pass
1743,14,114,61.13,C,Pass
1744,14,455,97.52,A+,Pass
1745,14,315,59.0,D,Pass
1746,14,49,76.37,B,Pass
1747,14,177,22.11,F,Fail
1748,14,22,72.07,B,Pass
1749,14,356,36.5,F,Fail
1750,14,50,94.5,A+,Pass
1751,14,268,91.33,A+,Pass
1752,14,281,56.57,D,Pass
1753,14,4,55.15,D,Pass
1754,14,106,85.06,A,Pass
1755,14,11,37.33,F,Fail
1756,14,157,99.11,A+,Pass
1757,14,151,24.58,F,Fail
1758,14,331,57.27,D,Pass
1759,14,468,28.17,F,Fail
1760,14,180,96.61,A+,Pass
1761,14,352,71.77,B,Pass
1762,14,31,22.36,F,Fail
1763,14,182,71.46,B,Pass
1764,14,387,23.14,F,Fail
1765,14,44,60.55,C,Pass
1766,14,131,99.14,A+,Pass
1767,14,200,72.28,B,Pass
1768,14,24,39.63,F,Fail
1769,14,165,62.34,C,Pass
1770,14,285,54.54,D,Pass
1771,14,475,47.56,D,Pass
1772,14,242,22.71,F,Fail
1773,14,123,85.24,A,Pass
1774,14,84,65.97,C,Pass
1775,14,109,73.12,B,Pass
1776,14,309,59.62,D,Pass
1777,14,469,39.87,F,Fail
1778,14,289,27.75,F,Fail
1779,14,299,95.4,A+,Pass
1780,14,278,37.3,F,Fail
1781,14,146,36.62,F,Fail
1782,14,224,77.94,B,Pass
1783,14,420,44.23,D,Pass
1784,14,252,83.2,A,Pass
1785,14,412,28.59,F,Fail
1786,14,459,77.94,B,Pass
1787,14,184,96.89,A+,Pass
1788,14,350,68.89,C,Pass
1789,14,386,47.98,D,Pass
1790,14,439,60.25,C,Pass
1791,14,167,26.63,F,Fail
1792,14,269,81.77,A,Pass
1793,14,1,67.59,C,Pass
1794,14,87,82.65,A,Pass
1795,15,167,55.18,D,Pass
1796,15,388,30.62,F,Fail
1797,15,151,63.36,C,Pass
1798,15,489,37.61,F,Fail
1799,15,242,54.88,D,Pass
1800,15,9,73.08,B,Pass
1801,15,203,30.91,F,Fail
1802,15,377,91.95,A+,Pass
1803,15,492,61.02,C,Pass
1804,15,293,72.38,B,Pass
1805,15,387,73.44,B,Pass
1806,15,169,41.48,D,Pass
1807,15,24,48.95,D,Pass
1808,15,40,60.87,C,Pass
1809,15,355,91.06,A+,Pass
1810,15,312,99.51,A+,Pass
1811,15,421,22.1,F,Fail
1812,15,338,93.42,A+,Pass
1813,15,322,99.13,A+,Pass
1814,15,341,60.93,C,Pass
1815,15,209,96.73,A+,Pass
1816,15,463,45.14,D,Pass
1817,15,163,83.38,A,Pass
1818,15,267,57.07,D,Pass
1819,15,434,31.41,F,Fail
1820,15,207,62.59,C,Pass
1821,15,58,67.15,C,Pass
1822,15,285,64.27,C,Pass
1823,15,304,99.42,A+,Pass
1824,15,217,93.09,A+,Pass
1825,15,45,94.4,A+,Pass
1826,15,201,27.09,F,Fail
1827,15,13,49.44,D,Pass
1828,15,124,60.79,C,Pass
1829,15,412,46.7,D,Pass
1830,15,471,45.2,D,Pass
1831,15,468,74.23,B,Pass
1832,15,346,27.59,F,Fail
1833,15,405,71.35,B,Pass
1834,15,223,95.01,A+,Pass
1835,15,444,61.13,C,Pass
1836,15,26,91.61,A+,Pass
1837,15,243,26.34,F,Fail
1838,15,86,24.63,F,Fail
1839,15,481,43.5,D,Pass
1840,15,135,62.17,C,Pass
1841,15,187,27.19,F,Fail
1842,15,292,97.26,A+,Pass
1843,15,385,73.97,B,Pass
1844,15,299,39.03,F,Fail
1845,15,336,60.22,C,Pass
1846,15,474,27.71,F,Fail
1847,15,54,47.15,D,Pass
1848,15,323,37.48,F,Fail
1849,15,71,93.76,A+,Pass
1850,15,496,93.38,A+,Pass
1851,15,48,86.95,A,Pass
1852,15,498,25.42,F,Fail
1853,15,422,66.59,C,Pass
1854,15,63,28.47,F,Fail
1855,15,227,29.68,F,Fail
1856,15,478,21.91,F,Fail
1857,15,35,98.33,A+,Pass
1858,15,470,64.39,C,Pass
1859,15,29,71.98,B,Pass
1860,15,269,45.02,D,Pass
1861,15,205,76.67,B,Pass
1862,15,416,28.68,F,Fail
1863,15,70,56.65,D,Pass
1864,15,218,74.06,B,Pass
1865,15,229,51.32,D,Pass
1866,15,371,22.73,F,Fail
1867,15,19,83.32,A,Pass
1868,15,331,85.1,A,Pass
1869,15,165,60.7,C,Pass
1870,15,423,35.79,F,Fail
1871,15,115,38.17,F,Fail
1872,15,475,65.43,C,Pass
1873,15,147,80.44,A,Pass
1874,15,133,86.04,A,Pass
1875,15,199,85.35,A,Pass
1876,15,61,65.75,C,Pass
1877,15,139,44.6,D,Pass
1878,15,298,82.78,A,Pass
1879,15,11,92.89,A+,Pass
1880,15,57,98.98,A+,Pass
1881,15,321,32.6,F,Fail
1882,15,179,99.13,A+,Pass
1883,15,162,50.4,D,Pass
1884,15,108,79.62,B,Pass
1885,15,32,41.38,D,Pass
1886,15,232,52.82,D,Pass
1887,15,94,49.96,D,Pass
1888,15,276,77.35,B,Pass
1889,15,389,35.46,F,Fail
1890,15,290,86.8,A,Pass
1891,15,268,67.82,C,Pass
1892,15,249,87.57,A,Pass
1893,15,495,43.52,D,Pass
1894,15,365,22.39,F,Fail
1895,15,302,86.18,A,Pass
1896,15,491,60.77,C,Pass
1897,15,278,81.33,A,Pass
1898,15,15,75.04,B,Pass
1899,15,235,54.72,D,Pass
1900,15,240,94.82,A+,Pass
1901,15,484,84.59,A,Pass
1902,16,421,97.28,A+,Pass
1903,16,494,28.99,F,Fail
1904,16,118,39.28,F,Fail
1905,16,1,73.7,B,Pass
1906,16,426,42.69,D,Pass
1907,16,159,49.39,D,Pass
1908,16,169,72.77,B,Pass
1909,16,186,60.07,C,Pass
1910,16,390,50.01,D,Pass
1911,16,19,91.46,A+,Pass
1912,16,162,25.83,F,Fail
1913,16,322,72.52,B,Pass
1914,16,37,89.87,A,Pass
1915,16,88,27.06,F,Fail
1916,16,499,79.03,B,Pass
1917,16,6,58.49,D,Pass
1918,16,217,96.7,A+,Pass
1919,16,395,48.46,D,Pass
1920,16,440,42.2,D,Pass
1921,16,299,48.01,D,Pass
1922,16,294,22.61,F,Fail
1923,16,460,29.13,F,Fail
1924,16,206,39.1,F,Fail
1925,16,374,74.7,B,Pass
1926,16,462,61.98,C,Pass
1927,16,406,76.63,B,Pass
1928,16,106,49.54,D,Pass
1929,16,220,62.56,C,Pass
1930,16,231,84.79,A,Pass
1931,16,346,40.65,D,Pass
1932,16,488,54.47,D,Pass
1933,16,420,48.77,D,Pass
1934,16,367,57.78,D,Pass
1935,16,43,40.42,D,Pass
1936,16,134,74.6,B,Pass
1937,16,264,90.77,A+,Pass
1938,16,34,78.89,B,Pass
1939,16,388,89.98,A,Pass
1940,16,40,33.42,F,Fail
1941,16,365,85.78,A,Pass
1942,16,301,58.03,D,Pass
1943,16,244,22.34,F,Fail
1944,16,89,27.12,F,Fail
1945,16,117,52.81,D,Pass
1946,16,109,89.95,A,Pass
1947,16,391,74.93,B,Pass
1948,16,358,22.48,F,Fail
1949,16,330,81.76,A,Pass
1950,16,228,93.65,A+,Pass
1951,16,204,28.25,F,Fail
1952,16,200,88.54,A,Pass
1953,16,164,24.22,F,Fail
1954,16,212,97.05,A+,Pass
1955,16,259,51.77,D,Pass
1956,16,408,35.29,F,Fail
1957,16,173,34.32,F,Fail
1958,16,258,72.85,B,Pass
1959,16,99,87.0,A,Pass
1960,16,129,37.7,F,Fail
1961,16,370,36.06,F,Fail
1962,16,318,39.13,F,Fail
1963,16,422,85.59,A,Pass
1964,16,393,41.75,D,Pass
1965,16,436,39.94,F,Fail
1966,16,124,50.62,D,Pass
1967,16,320,70.52,B,Pass
1968,16,311,95.13,A+,Pass
1969,16,215,24.74,F,Fail
1970,16,116,83.72,A,Pass
1971,16,230,61.55,C,Pass
1972,16,377,32.74,F,Fail
1973,16,45,96.65,A+,Pass
1974,16,101,91.72,A+,Pass
1975,16,224,39.66,F,Fail
1976,16,29,94.4,A+,Pass
1977,16,279,76.1,B,Pass
1978,16,285,38.11,F,Fail
1979,16,381,55.94,D,Pass
1980,16,114,37.95,F,Fail
1981,16,209,68.35,C,Pass
1982,16,49,89.16,A,Pass
1983,16,17,66.7,C,Pass
1984,16,297,43.4,D,Pass
1985,16,413,29.24,F,Fail
1986,16,181,86.17,A,Pass
1987,16,386,65.11,C,Pass
1988,16,372,35.35,F,Fail
1989,16,42,58.09,D,Pass
1990,16,474,53.79,D,Pass
1991,16,221,25.02,F,Fail
1992,16,313,81.86,A,Pass
1993,16,107,57.2,D,Pass
1994,16,368,64.72,C,Pass
1995,16,15,91.4,A+,Pass
1996,16,343,34.5,F,Fail
1997,16,59,91.65,A+,Pass
1998,16,357,86.42,A,Pass
1999,16,139,98.41,A+,Pass
2000,16,350,72.67,B,Pass
2001,16,202,76.68,B,Pass
2002,16,378,20.82,F,Fail
2003,16,407,97.62,A+,Pass
2004,16,182,77.89,B,Pass
2005,16,454,94.57,A+,Pass
2006,16,226,44.75,D,Pass
2007,16,356,86.03,A,Pass
2008,16,103,22.36,F,Fail
2009,16,271,40.07,D,Pass
2010,16,165,81.29,A,Pass
2011,16,2,84.25,A,Pass
2012,16,254,91.78,A+,Pass
2013,16,286,33.73,F,Fail
2014,17,488,54.13,D,Pass
2015,17,404,72.75,B,Pass
2016,17,374,74.87,B,Pass
2017,17,46,91.94,A+,Pass
2018,17,489,77.97,B,Pass
2019,17,327,43.03,D,Pass
2020,17,80,25.43,F,Fail
2021,17,496,43.05,D,Pass
2022,17,255,36.52,F,Fail
2023,17,127,97.7,A+,Pass
2024,17,132,26.33,F,Fail
2025,17,445,37.05,F,Fail
2026,17,21,21.14,F,Fail
2027,17,341,65.35,C,Pass
2028,17,202,35.03,F,Fail
2029,17,446,86.86,A,Pass
2030,17,71,29.89,F,Fail
2031,17,370,64.19,C,Pass
2032,17,115,45.99,D,Pass
2033,17,419,55.54,D,Pass
2034,17,268,70.23,B,Pass
2035,17,315,86.31,A,Pass
2036,17,126,44.62,D,Pass
2037,17,194,97.88,A+,Pass
2038,17,332,68.41,C,Pass
2039,17,449,61.93,C,Pass
2040,17,4,69.28,C,Pass
2041,17,249,29.47,F,Fail
2042,17,154,25.79,F,Fail
2043,17,135,42.64,D,Pass
2044,17,424,76.57,B,Pass
2045,17,444,27.22,F,Fail
2046,17,379,59.82,D,Pass
2047,17,364,22.17,F,Fail
2048,17,466,33.32,F,Fail
2049,17,118,83.68,A,Pass
2050,17,285,21.03,F,Fail
2051,17,64,45.13,D,Pass
2052,17,228,41.01,D,Pass
2053,17,36,48.46,D,Pass
2054,17,235,73.39,B,Pass
2055,17,210,25.63,F,Fail
2056,17,408,88.13,A,Pass
2057,17,208,71.92,B,Pass
2058,17,291,53.41,D,Pass
2059,17,339,20.38,F,Fail
2060,17,306,30.21,F,Fail
2061,17,256,88.4,A,Pass
2062,17,321,41.15,D,Pass
2063,17,381,91.85,A+,Pass
2064,17,103,54.18,D,Pass
2065,17,241,45.49,D,Pass
2066,17,168,51.79,D,Pass
2067,17,296,74.02,B,Pass
2068,17,87,26.16,F,Fail
2069,17,362,82.83,A,Pass
2070,17,418,74.51,B,Pass
2071,17,166,87.09,A,Pass
2072,17,354,59.3,D,Pass
2073,17,22,49.2,D,Pass
2074,17,189,74.82,B,Pass
2075,17,123,65.51,C,Pass
2076,17,59,63.91,C,Pass
2077,17,214,44.81,D,Pass
2078,17,227,89.43,A,Pass
2079,17,102,43.56,D,Pass
2080,17,330,47.92,D,Pass
2081,17,447,98.02,A+,Pass
2082,17,284,69.37,C,Pass
2083,17,75,37.58,F,Fail
2084,17,182,80.25,A,Pass
2085,17,280,32.37,F,Fail
2086,17,231,29.12,F,Fail
2087,17,111,56.58,D,Pass
2088,17,312,95.15,A+,Pass
2089,17,196,89.73,A,Pass
2090,17,477,75.42,B,Pass
2091,17,398,50.93,D,Pass
2092,17,416,36.31,F,Fail
2093,17,461,44.89,D,Pass
2094,17,246,92.77,A+,Pass
2095,17,329,71.53,B,Pass
2096,17,431,91.96,A+,Pass
2097,17,311,60.41,C,Pass
2098,17,109,62.8,C,Pass
2099,17,405,25.92,F,Fail
2100,17,400,87.28,A,Pass
2101,17,478,23.74,F,Fail
2102,17,106,23.59,F,Fail
2103,17,234,79.79,B,Pass
2104,17,372,41.69,D,Pass
2105,17,473,51.72,D,Pass
2106,17,143,41.46,D,Pass
2107,17,308,45.78,D,Pass
2108,17,474,81.93,A,Pass
2109,17,385,43.48,D,Pass
2110,17,427,49.1,D,Pass
2111,17,305,74.63,B,Pass
2112,17,23,82.83,A,Pass
2113,17,12,37.86,F,Fail
2114,17,422,63.65,C,Pass
2115,17,283,76.22,B,Pass
2116,17,412,98.82,A+,Pass
2117,17,151,37.71,F,Fail
2118,17,187,63.83,C,Pass
2119,17,10,68.59,C,Pass
2120,17,307,90.39,A+,Pass
2121,17,304,25.57,F,Fail
2122,17,197,97.1,A+,Pass
2123,17,70,29.39,F,Fail
2124,17,267,79.81,B,Pass
2125,17,456,48.28,D,Pass
2126,17,428,39.95,F,Fail
2127,17,25,98.65,A+,Pass
2128,17,454,87.31,A,Pass
2129,17,384,24.79,F,Fail
2130,17,229,27.63,F,Fail
2131,17,150,88.86,A,Pass
2132,17,30,50.75,D,Pass
2133,17,169,75.74,B,Pass
2134,17,425,71.03,B,Pass
2135,17,279,61.42,C,Pass
2136,17,51,65.41,C,Pass
2137,17,19,69.1,C,Pass
2138,17,490,84.68,A,Pass
2139,17,269,67.14,C,Pass
2140,17,67,26.47,F,Fail
2141,17,298,63.44,C,Pass
2142,17,178,35.99,F,Fail
2143,17,407,72.34,B,Pass
2144,17,498,27.75,F,Fail
2145,17,460,62.67,C,Pass
2146,17,147,33.41,F,Fail
2147,17,356,34.59,F,Fail
2148,17,2,64.67,C,Pass
2149,17,347,43.58,D,Pass
2150,17,76,87.79,A,Pass
2151,17,313,21.51,F,Fail
2152,18,197,50.21,D,Pass
2153,18,161,73.43,B,Pass
2154,18,382,50.56,D,Pass
2155,18,1,97.51,A+,Pass
2156,18,397,28.84,F,Fail
2157,18,206,89.57,A,Pass
2158,18,443,77.8,B,Pass
2159,18,302,40.02,D,Pass
2160,18,219,91.45,A+,Pass
2161,18,358,60.0,C,Pass
2162,18,77,52.02,D,Pass
2163,18,61,94.69,A+,Pass
2164,18,218,78.08,B,Pass
2165,18,113,74.43,B,Pass
2166,18,395,72.83,B,Pass
2167,18,135,62.24,C,Pass
2168,18,236,75.06,B,Pass
2169,18,403,38.44,F,Fail
2170,18,414,62.61,C,Pass
2171,18,93,51.62,D,Pass
2172,18,470,91.37,A+,Pass
2173,18,371,37.47,F,Fail
2174,18,60,82.16,A,Pass
2175,18,176,20.77,F,Fail
2176,18,54,29.2,F,Fail
2177,18,145,34.22,F,Fail
2178,18,293,79.79,B,Pass
2179,18,127,95.12,A+,Pass
2180,18,432,61.79,C,Pass
2181,18,498,44.55,D,Pass
2182,18,149,27.68,F,Fail
2183,18,115,62.7,C,Pass
2184,18,251,20.85,F,Fail
2185,18,62,25.72,F,Fail
2186,18,278,79.03,B,Pass
2187,18,79,42.5,D,Pass
2188,18,100,82.71,A,Pass
2189,18,410,21.62,F,Fail
2190,18,322,59.8,D,Pass
2191,18,76,75.33,B,Pass
2192,18,163,42.66,D,Pass
2193,18,473,45.52,D,Pass
2194,18,481,83.38,A,Pass
2195,18,238,51.94,D,Pass
2196,18,457,29.38,F,Fail
2197,18,266,41.82,D,Pass
2198,18,466,95.45,A+,Pass
2199,18,181,69.71,C,Pass
2200,18,327,38.58,F,Fail
2201,18,291,22.13,F,Fail
2202,18,352,22.48,F,Fail
2203,18,489,48.94,D,Pass
2204,18,364,99.49,A+,Pass
2205,18,497,26.34,F,Fail
2206,18,361,91.21,A+,Pass
2207,18,38,96.52,A+,Pass
2208,18,316,95.97,A+,Pass
2209,18,325,60.8,C,Pass
2210,18,386,99.35,A+,Pass
2211,18,184,87.7,A,Pass
2212,18,188,59.28,D,Pass
2213,18,284,98.52,A+,Pass
2214,18,417,77.53,B,Pass
2215,18,467,49.91,D,Pass
2216,18,320,86.43,A,Pass
2217,18,15,62.02,C,Pass
2218,18,430,50.09,D,Pass
2219,18,57,68.77,C,Pass
2220,18,338,29.39,F,Fail
2221,18,168,72.57,B,Pass
2222,18,24,32.8,F,Fail
2223,18,362,81.57,A,Pass
2224,18,412,98.53,A+,Pass
2225,18,169,99.13,A+,Pass
2226,18,190,99.81,A+,Pass
2227,18,315,54.99,D,Pass
2228,18,428,31.83,F,Fail
2229,18,313,88.88,A,Pass
2230,18,317,83.09,A,Pass
2231,18,40,74.4,B,Pass
2232,18,42,71.12,B,Pass
2233,18,276,76.82,B,Pass
2234,18,456,86.07,A,Pass
2235,18,55,28.06,F,Fail
2236,18,211,32.77,F,Fail
2237,18,26,74.08,B,Pass
2238,18,153,31.71,F,Fail
2239,18,326,79.66,B,Pass
2240,18,133,56.64,D,Pass
2241,18,440,45.36,D,Pass
2242,18,227,88.19,A,Pass
2243,18,136,75.27,B,Pass
2244,18,10,48.97,D,Pass
2245,18,71,43.39,D,Pass
2246,18,336,22.56,F,Fail
2247,18,353,23.98,F,Fail
2248,18,480,33.17,F,Fail
2249,18,258,58.32,D,Pass
2250,18,4,44.27,D,Pass
2251,18,74,28.12,F,Fail
2252,18,339,23.38,F,Fail
2253,18,351,83.87,A,Pass
2254,18,173,40.33,D,Pass
2255,18,496,97.36,A+,Pass
2256,18,492,43.67,D,Pass
2257,18,14,85.59,A,Pass
2258,18,272,69.05,C,Pass
2259,18,142,62.23,C,Pass
2260,18,237,35.53,F,Fail
2261,18,35,63.46,C,Pass
2262,18,248,57.94,D,Pass
2263,18,45,51.95,D,Pass
2264,18,205,59.46,D,Pass
2265,18,215,61.47,C,Pass
2266,18,47,93.71,A+,Pass
2267,18,279,29.56,F,Fail
2268,18,84,79.57,B,Pass
2269,18,17,43.81,D,Pass
2270,18,108,70.69,B,Pass
2271,18,99,84.94,A,Pass
2272,18,422,43.52,D,Pass
2273,18,493,94.08,A+,Pass
2274,18,119,32.28,F,Fail
2275,18,63,45.9,D,Pass
2276,18,139,61.67,C,Pass
2277,18,81,79.1,B,Pass
2278,18,97,98.83,A+,Pass
2279,19,169,48.36,D,Pass
2280,19,69,47.1,D,Pass
2281,19,392,28.49,F,Fail
2282,19,50,68.1,C,Pass
2283,19,405,46.08,D,Pass
2284,19,71,51.09,D,Pass
2285,19,193,31.37,F,Fail
2286,19,500,84.54,A,Pass
2287,19,181,46.35,D,Pass
2288,19,246,95.28,A+,Pass
2289,19,121,86.48,A,Pass
2290,19,115,90.25,A+,Pass
2291,19,473,42.69,D,Pass
2292,19,369,52.03,D,Pass
2293,19,387,91.29,A+,Pass
2294,19,217,89.51,A,Pass
2295,19,390,97.14,A+,Pass
2296,19,277,54.24,D,Pass
2297,19,414,50.71,D,Pass
2298,19,61,29.51,F,Fail
2299,19,228,69.34,C,Pass
2300,19,171,70.2,B,Pass
2301,19,483,81.29,A,Pass
2302,19,156,99.9,A+,Pass
2303,19,495,88.14,A,Pass
2304,19,345,21.58,F,Fail
2305,19,428,33.28,F,Fail
2306,19,154,63.84,C,Pass
2307,19,249,52.79,D,Pass
2308,19,66,95.46,A+,Pass
2309,19,342,86.67,A,Pass
2310,19,131,94.32,A+,Pass
2311,19,440,43.16,D,Pass
2312,19,404,58.54,D,Pass
2313,19,458,59.79,D,Pass
2314,19,126,91.97,A+,Pass
2315,19,98,92.63,A+,Pass
2316,19,328,41.34,D,Pass
2317,19,319,80.14,A,Pass
2318,19,352,98.09,A+,Pass
2319,19,278,88.79,A,Pass
2320,19,114,43.12,D,Pass
2321,19,265,67.7,C,Pass
2322,19,33,77.16,B,Pass
2323,19,84,53.18,D,Pass
2324,19,152,65.07,C,Pass
2325,19,442,70.0,B,Pass
2326,19,74,91.3,A+,Pass
2327,19,426,62.17,C,Pass
2328,19,415,22.79,F,Fail
2329,19,384,23.87,F,Fail
2330,19,233,52.18,D,Pass
2331,19,134,35.16,F,Fail
2332,19,315,58.05,D,Pass
2333,19,199,42.23,D,Pass
2334,19,469,63.4,C,Pass
2335,19,299,94.38,A+,Pass
2336,19,231,80.01,A,Pass
2337,19,324,59.43,D,Pass
2338,19,232,41.71,D,Pass
2339,19,283,40.62,D,Pass
2340,19,177,30.21,F,Fail
2341,19,168,44.79,D,Pass
2342,19,48,91.03,A+,Pass
2343,19,347,64.03,C,Pass
2344,19,450,94.55,A+,Pass
2345,19,466,23.66,F,Fail
2346,19,92,89.2,A,Pass
2347,19,338,64.79,C,Pass
2348,19,45,41.35,D,Pass
2349,19,267,23.78,F,Fail
2350,19,136,55.77,D,Pass
2351,19,474,29.43,F,Fail
2352,19,211,63.72,C,Pass
2353,19,256,46.76,D,Pass
2354,19,229,68.8,C,Pass
2355,19,398,56.72,D,Pass
2356,19,382,20.47,F,Fail
2357,19,289,42.87,D,Pass
2358,19,443,89.72,A,Pass
2359,19,241,51.02,D,Pass
2360,19,418,36.44,F,Fail
2361,19,122,85.59,A,Pass
2362,19,25,55.33,D,Pass
2363,19,46,88.81,A,Pass
2364,19,460,53.63,D,Pass
2365,19,236,76.85,B,Pass
2366,19,29,89.99,A,Pass
2367,19,327,51.26,D,Pass
2368,19,140,35.25,F,Fail
2369,19,245,80.16,A,Pass
2370,19,380,81.06,A,Pass
2371,19,298,46.94,D,Pass
2372,19,455,66.01,C,Pass
2373,19,197,69.45,C,Pass
2374,19,438,97.35,A+,Pass
2375,19,456,20.23,F,Fail
2376,19,335,94.04,A+,Pass
2377,19,164,72.04,B,Pass
2378,19,1,94.28,A+,Pass
2379,19,83,75.67,B,Pass
2380,19,221,76.31,B,Pass
2381,19,490,85.9,A,Pass
2382,19,91,93.56,A+,Pass
2383,20,468,69.58,C,Pass
2384,20,102,72.11,B,Pass
2385,20,193,93.46,A+,Pass
2386,20,26,44.14,D,Pass
2387,20,281,97.5,A+,Pass
2388,20,23,23.52,F,Fail
2389,20,255,67.8,C,Pass
2390,20,184,67.45,C,Pass
2391,20,32,21.51,F,Fail
2392,20,293,94.77,A+,Pass
2393,20,170,35.75,F,Fail
2394,20,357,98.26,A+,Pass
2395,20,226,59.42,D,Pass
2396,20,392,20.79,F,Fail
2397,20,205,81.41,A,Pass
2398,20,82,25.46,F,Fail
2399,20,40,90.44,A+,Pass
2400,20,291,90.19,A+,Pass
2401,20,112,81.59,A,Pass
2402,20,341,87.59,A,Pass
2403,20,279,77.96,B,Pass
2404,20,104,91.71,A+,Pass
2405,20,145,57.32,D,Pass
2406,20,352,36.0,F,Fail
2407,20,414,27.83,F,Fail
2408,20,305,80.82,A,Pass
2409,20,105,95.96,A+,Pass
2410,20,235,27.87,F,Fail
2411,20,89,35.21,F,Fail
2412,20,75,36.16,F,Fail
2413,20,188,93.53,A+,Pass
2414,20,83,51.68,D,Pass
2415,20,317,24.25,F,Fail
2416,20,349,46.4,D,Pass
2417,20,495,62.83,C,Pass
2418,20,496,62.32,C,Pass
2419,20,381,70.57,B,Pass
2420,20,461,64.71,C,Pass
2421,20,286,28.74,F,Fail
2422,20,316,41.38,D,Pass
2423,20,482,75.04,B,Pass
2424,20,34,26.34,F,Fail
2425,20,48,78.91,B,Pass
2426,20,462,64.17,C,Pass
2427,20,337,93.63,A+,Pass
2428,20,216,33.79,F,Fail
2429,20,459,21.55,F,Fail
2430,20,66,81.05,A,Pass
2431,20,62,96.38,A+,Pass
2432,20,409,52.24,D,Pass
2433,20,58,22.38,F,Fail
2434,20,277,25.08,F,Fail
2435,20,74,96.03,A+,Pass
2436,20,160,20.96,F,Fail
2437,20,52,47.13,D,Pass
2438,20,179,76.75,B,Pass
2439,20,46,21.42,F,Fail
2440,20,232,97.53,A+,Pass
2441,20,39,65.67,C,Pass
2442,20,387,29.04,F,Fail
2443,20,350,33.63,F,Fail
2444,20,364,94.31,A+,Pass
2445,20,168,84.19,A,Pass
2446,20,171,77.41,B,Pass
2447,20,237,48.69,D,Pass
2448,20,61,69.17,C,Pass
2449,20,330,53.24,D,Pass
2450,20,274,86.97,A,Pass
2451,20,497,68.06,C,Pass
2452,20,310,24.59,F,Fail
2453,20,132,60.27,C,Pass
2454,20,384,93.59,A+,Pass
2455,20,493,71.11,B,Pass
2456,20,73,86.62,A,Pass
2457,20,197,82.11,A,Pass
2458,20,163,53.76,D,Pass
2459,20,214,77.49,B,Pass
2460,20,222,56.58,D,Pass
2461,20,85,92.59,A+,Pass
2462,20,320,74.19,B,Pass
2463,20,13,94.36,A+,Pass
2464,20,36,48.23,D,Pass
2465,20,389,97.34,A+,Pass
2466,20,391,56.44,D,Pass
2467,20,4,68.73,C,Pass
2468,20,11,52.51,D,Pass
2469,20,438,22.6,F,Fail
2470,20,296,25.18,F,Fail
2471,20,260,50.24,D,Pass
2472,20,16,40.49,D,Pass
2473,20,29,93.08,A+,Pass
2474,20,140,67.82,C,Pass
2475,20,203,58.8,D,Pass
2476,20,424,77.55,B,Pass
2477,20,173,46.99,D,Pass
2478,20,439,35.0,F,Fail
2479,20,383,54.76,D,Pass
2480,20,1,35.76,F,Fail
2481,20,209,75.23,B,Pass
2482,20,269,26.18,F,Fail
2483,20,457,72.25,B,Pass
2484,20,137,42.14,D,Pass
2485,20,436,30.55,F,Fail
2486,20,488,34.08,F,Fail
2487,20,295,28.19,F,Fail
2488,21,91,79.44,B,Pass
2489,21,461,59.27,D,Pass
2490,21,177,49.94,D,Pass
2491,21,341,29.42,F,Fail
2492,21,312,24.72,F,Fail
2493,21,471,67.2,C,Pass
2494,21,93,37.77,F,Fail
2495,21,106,94.03,A+,Pass
2496,21,87,97.2,A+,Pass
2497,21,56,68.82,C,Pass
2498,21,373,39.66,F,Fail
2499,21,212,45.55,D,Pass
2500,21,252,21.29,F,Fail
2501,21,470,54.07,D,Pass
2502,21,353,44.48,D,Pass
